asset_path,shape,source_center_x,source_center_y,source_width,source_height,source_x,source_y,manifest,final_source_kind
rectangle/015_erase_the_rectangle_0727-125938.png,rectangle,549,114.5,128,125,467,34,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/016_erase_the_rectangle_0727-130104.png,rectangle,402,117,120,116,324,41,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/017_erase_the_rectangle_0727-130220.png,rectangle,400,117.5,128,105,318,47,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/018_erase_the_rectangle_0727-130339.png,rectangle,417.5,108,139,124,330,28,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/019_erase_the_rectangle_0727-130455.png,rectangle,419.5,108,133,120,335,30,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/020_erase_the_rectangle_0727-130630.png,rectangle,410,98.5,132,127,326,17,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/021_erase_the_rectangle_0804-180439.png,rectangle,435.5,108.5,117,115,359,33,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/022_erase_the_rectangle_0804-180555.png,rectangle,439.5,476,115,114,364,401,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/023_erase_the_rectangle_0804-180705.png,rectangle,316.5,139.5,109,113,244,65,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/024_erase_the_rectangle_0804-180817.png,rectangle,319.5,467,121,118,241,390,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/025_erase_the_rectangle_0804-180929.png,rectangle,583,129.5,116,127,507,48,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/026_erase_the_rectangle_0804-181039.png,rectangle,563.5,478.5,119,121,486,400,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/027_erase_the_rectangle_0804-181153.png,rectangle,425,91.5,120,127,347,10,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/028_erase_the_rectangle_0804-181404.png,rectangle,313,475,116,116,237,399,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/029_erase_the_rectangle_0804-181522.png,rectangle,301,144.5,118,127,224,63,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/030_erase_the_rectangle_0804-181742.png,rectangle,501,123.5,94,109,436,51,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/031_erase_the_rectangle_0804-181848.png,rectangle,444.5,518.5,111,101,371,450,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/032_erase_the_rectangle_0804-181955.png,rectangle,422.5,103.5,115,115,347,28,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/033_erase_the_rectangle_0804-182109.png,rectangle,350,121.5,116,121,274,43,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/034_erase_the_rectangle_0804-182219.png,rectangle,310,463,110,132,237,379,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/035_erase_the_rectangle_0804-182321.png,rectangle,296.5,117.5,127,137,215,31,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/036_erase_the_rectangle_0804-182432.png,rectangle,450,481.5,126,137,369,395,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/037_erase_the_rectangle_0804-182535.png,rectangle,437,145.5,112,109,363,73,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/038_erase_the_rectangle_0804-182742.png,rectangle,546.5,118.5,103,107,477,47,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/039_erase_the_rectangle_0804-182849.png,rectangle,321,458.5,112,113,247,384,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/040_erase_the_rectangle_0804-182952.png,rectangle,303,145,116,132,227,61,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/041_erase_the_rectangle_0804-183207.png,rectangle,452.5,473,123,94,373,408,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/042_erase_the_rectangle_0804-183421.png,rectangle,528.5,461.5,117,127,452,380,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/043_erase_the_rectangle_0804-183535.png,rectangle,533,132.5,146,135,442,47,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/045_erase_the_rectangle_0804-183848.png,rectangle,311,144.5,118,137,234,58,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/047_erase_the_rectangle_0811-195837.png,rectangle,512,138.5,90,109,449,66,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/048_erase_the_rectangle_0811-195957.png,rectangle,338.5,127.5,103,105,269,57,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/049_erase_the_rectangle_0811-200158.png,rectangle,404.5,460,97,102,338,391,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/051_erase_the_rectangle_0811-200442.png,rectangle,410.5,479.5,121,119,332,402,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/052_erase_the_rectangle_0811-200557.png,rectangle,574.5,464.5,99,95,507,399,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/053_erase_the_rectangle_0811-200713.png,rectangle,562,144,96,100,496,76,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/054_erase_the_rectangle_0811-200827.png,rectangle,360,139.5,104,97,290,73,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/055_erase_the_rectangle_0811-200954.png,rectangle,368,473.5,98,99,301,406,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/056_erase_the_rectangle_0811-201149.png,rectangle,559.5,473.5,103,103,490,404,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/057_erase_the_rectangle_0811-201351.png,rectangle,556,108.5,114,123,481,29,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/058_erase_the_rectangle_0811-201513.png,rectangle,339.5,126.5,111,99,266,59,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/059_erase_the_rectangle_0811-201631.png,rectangle,353,478.5,120,119,275,401,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/060_erase_the_rectangle_0811-201750.png,rectangle,560,473,94,84,495,413,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/061_erase_the_rectangle_0811-201909.png,rectangle,561.5,123.5,117,115,485,48,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/062_erase_the_rectangle_0811-202035.png,rectangle,344.5,125,113,106,270,54,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/063_erase_the_rectangle_0812-134309.png,rectangle,433,473,128,110,351,400,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/064_erase_the_rectangle_0812-134407.png,rectangle,434.5,465.5,127,123,353,386,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/065_erase_the_rectangle_0812-134509.png,rectangle,433,480.5,124,111,353,407,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/066_erase_the_rectangle_0812-134613.png,rectangle,427.5,475.5,137,123,341,396,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/067_erase_the_rectangle_0812-134714.png,rectangle,435,481.5,126,113,354,407,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/073_erase_the_rectangle_0812-135347.png,rectangle,564,150,134,120,479,72,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/074_erase_the_rectangle_0812-135449.png,rectangle,579.5,142.5,135,131,494,59,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/075_erase_the_rectangle_0812-135911.png,rectangle,567,129,126,122,486,50,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/076_erase_the_rectangle_0812-140017.png,rectangle,577.5,124,121,118,499,47,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/078_erase_the_rectangle_0812-140235.png,rectangle,430,117.5,144,117,340,41,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/079_erase_the_rectangle_0812-140333.png,rectangle,426.5,116,147,126,335,35,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/080_erase_the_rectangle_0812-140525.png,rectangle,427.5,115,147,120,336,37,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/081_erase_the_rectangle_0812-140629.png,rectangle,418.5,108.5,139,129,331,26,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/082_erase_the_rectangle_0812-140734.png,rectangle,420.5,111.5,151,127,327,30,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/083_erase_the_rectangle_0813-122336.png,rectangle,435,492,136,112,349,418,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/085_erase_the_rectangle_0813-122623.png,rectangle,583,112,148,148,491,20,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/086_erase_the_rectangle_0813-122741.png,rectangle,436.5,113,137,136,350,27,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/087_erase_the_rectangle_0813-182555.png,rectangle,428,134.5,104,113,358,60,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/088_erase_the_rectangle_0813-182823.png,rectangle,448.5,477,105,106,378,406,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/089_erase_the_rectangle_0813-183401.png,rectangle,325.5,150,101,106,257,79,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/090_erase_the_rectangle_0813-183628.png,rectangle,354,479,102,116,285,403,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/091_erase_the_rectangle_0813-184018.png,rectangle,525,159,86,92,464,95,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/092_erase_the_rectangle_0813-184121.png,rectangle,506.5,476.5,93,97,442,410,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/093_erase_the_rectangle_0813-184309.png,rectangle,427,150.5,98,97,360,84,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/094_erase_the_rectangle_0813-184458.png,rectangle,443.5,467,99,108,376,395,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/095_erase_the_rectangle_0813-184626.png,rectangle,321.5,170,93,84,257,110,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/096_erase_the_rectangle_0813-184733.png,rectangle,329.5,476,99,98,262,409,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/097_erase_the_rectangle_0813-185137.png,rectangle,330.5,454.5,105,113,260,380,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/098_erase_the_rectangle_0813-185258.png,rectangle,313,158,110,114,240,83,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/100_erase_the_rectangle_0813-185522.png,rectangle,427,133,108,124,355,53,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/102_erase_the_rectangle_0813-214244.png,rectangle,451.5,467.5,133,125,367,387,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/104_erase_the_rectangle_0813-214715.png,rectangle,546,455.5,128,123,464,376,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/105_erase_the_rectangle_0813-214822.png,rectangle,430.5,139,141,142,342,50,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
rectangle/007_erase_the_rectangle_0727-121305.png,rectangle,584.5,449,141,144,496,359,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/009_erase_the_rectangle_0727-121601.png,rectangle,576.5,438.5,139,133,489,354,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/013_erase_the_rectangle_0727-122347.png,rectangle,552,118.5,118,105,475,48,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/044_erase_the_rectangle_0804-183646.png,rectangle,326.5,448.5,111,121,253,370,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/046_erase_the_rectangle_0804-183957.png,rectangle,454,450,130,134,371,365,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/069_erase_the_rectangle_0812-134940.png,rectangle,593.5,462.5,109,91,521,399,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/071_erase_the_rectangle_0812-135142.png,rectangle,582.5,436,99,110,515,363,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/072_erase_the_rectangle_0812-135243.png,rectangle,579.5,454,139,128,492,372,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/077_erase_the_rectangle_0812-140128.png,rectangle,568.5,132.5,149,143,476,43,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/084_erase_the_rectangle_0813-122515.png,rectangle,616.5,482,143,128,527,400,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/099_erase_the_rectangle_0813-185409.png,rectangle,443.5,454.5,115,119,368,377,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/101_erase_the_rectangle_0813-185632.png,rectangle,540.5,446,119,112,463,372,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
rectangle/103_erase_the_rectangle_0813-214351.png,rectangle,552.5,458.5,139,129,465,376,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,recovered_approved
triangle/001_erase_the_triangle_0727-113015.png,triangle,373,523,72,104,319,453,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/002_erase_the_triangle_0727-113147.png,triangle,370.5,523.5,95,119,305,446,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/003_erase_the_triangle_0727-113311.png,triangle,363,523,106,142,292,434,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/004_erase_the_triangle_0727-113437.png,triangle,358,529.5,110,125,285,449,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/005_erase_the_triangle_0727-113600.png,triangle,374,539.5,108,129,302,457,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/006_erase_the_triangle_0727-113710.png,triangle,583.5,499.5,103,141,514,411,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/007_erase_the_triangle_0727-113836.png,triangle,566.5,488.5,95,131,501,405,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/010_erase_the_triangle_0727-114335.png,triangle,585,487.5,126,121,504,409,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/011_erase_the_triangle_0727-114515.png,triangle,557.5,95,109,162,485,0,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/012_erase_the_triangle_0727-114643.png,triangle,561.5,83,89,124,499,3,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/013_erase_the_triangle_0727-114759.png,triangle,563,72,94,132,498,0,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/014_erase_the_triangle_0727-115143.png,triangle,551,158.5,92,127,487,77,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/015_erase_the_triangle_0727-115349.png,triangle,542.5,160.5,99,125,475,80,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
triangle/016_erase_the_triangle_0727-115509.png,triangle,396.5,156,107,144,325,66,C:\Users\user\vscode\1ugrp\lerobot_robot_piper_full_code_2026-07-13\records\whiteboard_augmenter\records_0727_0813_assets_work\final_assets\final_asset_manifest.csv,original_clean
